id,practice_id,sub_family_id,planet,people,prosperity,keyword,precision_of_recommendations,criteria,justification,test_1_1_1,test_1_1_2,test_x,correspondence,correspondence_link,target,formal_type,difficulty,misc_comments,odds,is_unmissable,cycle_de_vie,tags,actors,indicators,x_indicator,y_indicator,priority,recurrence,use_case
232,FRT-1.03,26,A,B,B,development standards,"Validate the scope and functional coverage of the project (Starting point, pre-existing or from scratch)",Are LCA data reused in the event of an adaptation of an existing service?,"LCA analyzes can be carried out on existing services in order to make them more efficient in the event of an overhaul or adaptation of an existing service, the specifications and Sustainable IT requirements from previous LCAs must be taken up and adapted if necessary.",Have you made previous LCAs available to the project teams?,Is the LCA of this project made available for other projects?,,,,Cycle de vie,RECO,**,,,0,Revalorisation,#USE ; #MAINT ; #COM ; #VALUE ; #DEBT ; #METH,Dev ; Designer ; ProjectMngr ; ProductOwner ; Manager ; RSE/NR,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Low,OnUpdate,"Minimal LCA (""screning"") is available for the service"
233,FRT-1.C04,26,B,B,B,Technology,Validate the scope and functional coverage of the project (Prioritize functionalities over trendy techno [LauDev] and focus on the necessary functionalities (better a tool for a specific need than the whole toolbox)),Is it the functionality that guides the choices rather than the allure of trendy technology?,"The technological choice should be dictated by functionality and compliance with Sustainable IT criteria, rather than by the technological appeal of trendy novelty.",Which actor validates the technical choices from a Sustainable IT point of view?,,,,,FrontEnd,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
234,FRT-2.C01,27,B,B,B,development standards,"Unite the teams and the target audience (Question the teams, how my action will have an impact on the service)","What would be my dev reflex, to take into account the life cycle?","Consideration of the cycle must be integrated into the development phases. Developers are the main players who, through their choices, their practices will condition future results. Taking the life cycle into account in development is essential. It would be more expensive, riskier and less efficient to deal with downstream lifecycle aspects.",What procedures are available to address the lifecycle?,,,,,Cycle de vie,CONSEIL,N/A,,,0,Production,,,,,,,0,
235,FRT-2.C02,27,C,B,B,development standards,,Does each internal stakeholder have the latitude to make decisions that may influence the environmental footprint?,Development directions may change over time. These changes must systematically take into account the Sustainable IT aspects. Adaptations are most often the result of trades or technical constraints that appear during development. The environmental footprints must also be able to be treated by the technical teams with pre-defined validation paths.,Is the decision-making circuit and autonomy having a Sustainable IT impact defined for each actor?,,,,,Cycle de vie,CONSEIL,N/A,,,0,Production,,,,,,,0,
236,FRT-2.C03,27,B,A,A,development standards,Federate the teams and the target audience (Animate cross-disciplinary teams),Are Responsible Digital aspects propagated and maintained across all stakeholders?,The Sustainable IT maturity of a team is based on shared knowledge. It is this Sustainable IT knowledge that must be present to become a standard business practice in constant evolution.,What is your frequency of Sustainable IT communication for each stakeholder profile?,,,,,Cycle de vie,CONSEIL,N/A,,,0,N/A,,,,,,,0,
237,FRT-2.01,27,B,B,B,development standards,"Unite the teams and the target audience (Specify the target audience, for whom?)",Is the target audience of the service determined with respect to their ability to use the service?,"The finality of development depends on the target user groups. The implementation choices have a strong impact on the capacity to use the service. Development teams are often far removed from real use cases, it is essential to rebuild this proximity so that all user groups are included.",Are the Sustainable IT goals qualified for each target profile?,,,,,,RECO,**,,,0,Utilisation,#USE ; #COM ; #VALUE,Dev ; Designer ; ProjectMngr ; ProductOwner ; RSE/NR ;,,,,Medium,OnUpdate,Project framing
238,FRT-3.01,28,A,C,B,Flux,Use the environments and tools that limit the impacts (Set up the appropriate cache systems),Do you use caching mechanisms to limit exchanges?,"The reduction of the volumes of exchanges, of operations of calculations, processing, and access to data is an axis of optimization of the consumption of resources. The implementation of caching systems reduces the costs of repetitive operations. Cache mechanisms can be deployed at different waypoints in a service. The closer the cache is to the requestor that it is to serve, the smaller the volume of data in transit and the length of the path taken by the data. The closer the cache is to the data source, the more it can be shared by a large number of users, but the data will still be exchanged, only the processing and collection operations will be reduced.","Are the cache mechanisms in place: no no-cache directive, browser cache, API cache?",,,,,Architecture,RECO,**,,,0,Production,#PERF ; #VOL ; #USE ; #METH,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,OnUpdate,Technical documenation mention cache strategy for each flow. Cache management tools are used to validate efficiency (CHROME: network enable-disable cache)
239,FRT-3.02,28,B,C,B,API,Use the environments and tools that limit the impacts (Limit the use of APIs for basic functionalities),Are the functionalities covered by local actions (client side) privileged rather than API exchanges?,"The loads introduced by the solicitation of remote resources via API mechanisms can be significant. Certain functionalities could be covered by local rather than remote actions, which reduces the volume of exchanges and the number of components used, thus reducing the environmental footprint. On the other hand, the local processing of a functionality which may require new technical dependencies must not increase the load on the front end.",Is the use of external APIs restricted (if possible)?,,,,,Dï¿½veloppement,RECO,*,,,1,Production,#PERF ; #VOL ; #USE ; #METH,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of features analyzed,Number of candidate features,High,OnUpdate,Nagivation tests cover API calls. Developement tools allow tracking of data sizes (CHROME: network)
240,FRT-3.03,28,A,C,B,API,"Use environments and tools that limit impacts (Filter APIs upstream to retrieve essential information by criteria, at the right time)",Is the data fed back by the APIs really only the data that the application needs when it is requested?,"The journeys and needs of users are very difficult to anticipate. One trend is to collect as much front end data as possible to cover as many use cases as possible. This practice is inefficient from an IT point of view. Sustainable because the collection, the processing, the routing, the local storage of the data generates a load and therefore a significant energy consumption without certainty that all this data will actually be used. The service footprint must be reduced by collecting only essential data as the service unfolds through API mechanisms.",Are the volumes of data transmitted commensurate with the presentation capabilities of the user device?,,,IRIWEBs,,Dï¿½veloppement,RECO,**,,,0,Production,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of API calls analyzed,Number of API calls,High,OnUpdate,Developement tools are used to track API call & data sizes (CHROME: network)
241,FRT-3.C01,28,B,B,A,API,Use environments and tools that limit the impacts (Give preference to Open Source APIs),Is an openSource alternative available for APIs?,"The opacity of some service providers does not make it possible to know their practices on the different dimensions of Sustainable IT. Open source and community solutions can remove some of these constraints, but open source does not guarantee that all of the Sustainable IT criteria are covered or visible.",Is the Sustainable IT performance of open source APIs a criterion of choice?,Do these OpenSource APIs take into account Sustainable IT?,,,,Dï¿½veloppement,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
242,FRT-3.04,28,A,B,B,Technology,Use environments and tools that limit impacts (Customizable library),Do the libraries used allow you to take only the components that are actually useful?,"Very often components from public libraries (open source or commercial) provide a set of functionalities which are rarely all used and drain dependencies on other components with the same characteristics. In the end, the project aggregates a large volume of the library while a small part is actually used. Favoring components whose dependencies and functionalities are controllable in relation to the needs is efficient from the sustainable IT point of view.",How are the components used?,,,,,Architecture,RECO,***,,,0,Acquisition,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,OnUpdate,Technical documention mention components dependancies and how to remove unneeded
243,FRT-3.05,28,A,C,B,Technology,Use environments and tools that limit impacts (Limit unused dependencies),Are unused dependencies identified and removed?,"Dependency trees provide the mapping of components and their relationships. The smallest possible dependency tree is efficient because it reduces code volumes, but it does not assume that every branch of that dependency tree is justified by actual use.",What tool do you use to plot dependencies?,"Regarding their updating, how do you ensure the reliability of the sources if you use external CDN-type resources?",,,,FrontEnd,RECO,***,,,0,Deployment,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of dependancies used,Number of dependancies,High,OnUpdate,Development tools are used to track dependancies never used (CHROME: console / coverage)
244,FRT-3.06,28,B,B,B,Technology,Use environments and tools that limit the impacts (Libraries are not automatic (think about the native features of the browser)),Couldn't the expected functionality be implemented with the native capabilities of the browser?,"Some features are available in several forms. When native, no additional code or components are required to use them, reducing the impact of the service.",What features are rewritten because native system functionality does not cover the entire need?,,,,,FrontEnd,RECO,**,,,0,Production,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH,Dev ; ProjectMngr ; ITMngr ;,,,,High,OnUpdate,Technical documentation
245,FRT-3.C02,28,B,B,A,Technology,Use environments and tools that limit the impacts (Favor open source [LauDev] OK in principle but beware of the open source bias = eco-designed),Is an openSource alternative available?,An Open Source solution is not a guarantee of Sustainable IT efficiency and the different alternatives must be challenged. But open source makes it possible to limit the ambitions and control of certain actors whose economic and social practices are opaque.,Is the Sustainable IT performance of the open source solution a criterion of choice?,,,,,Dï¿½veloppement,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
246,FRT-3.07,28,B,B,B,Technology,"Use the environments and tools that limit the impacts (Combine the technical parameters of the actions (CPU, RAM, Storage) to assess the environmental footprints (allow the allocation of impacts))",Are all the technical equipment used by the service identified?,"Design, development, tests, production, availability management are steps that will use technical resources. Each of these resources must be identified and its characteristics listed.",Are the certifications for each equipment available?,,,,,Cycle de vie,RECO,*,,,0,Utilisation,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH ; #BUY ; #FIN ; #OBSO ,Dev ; ProjectMngr ; ITMngr ;,,,,Medium,OnUpdate,Configration management
247,FRT-3.C03,28,B,B,B,Technology,"Use the environments and tools that limit the impacts (Combine the technical parameters of the actions (CPU, RAM, Storage) to assess the environmental footprints (allow the allocation of impacts))","For each equipment, are the characteristics available? (Age, environmental performance data, ...)",The position of the equipment in its life cycle and its environmental footprint must be known in order to make the best use of the available equipment.,Do the equipment renewal criteria take into account the Sustainable IT impacts?,,,,,Cycle de vie,CONSEIL,N/A,,,0,Administration,,,,,,,0,
248,FRT-3.C04,28,C,B,B,Technology,"Use environments and tools that limit impacts (Interoperability of health components, technical layers (transport / service / protocols))","Are the functionalities related to regulated data processing (health, personal, banking) validated in terms of interoperability?","The regulatory framework for certain categories of data is very strict, respect for this data to protect users is an important criterion. It is essential that in the development process no breach is possible and that all interoperability with the standard mechanisms of these areas be validated.","Is each functionality linked to regulated data (health, banking) identified?",,,,,Spï¿½cifications,CONSEIL,N/A,,,0,Utilisation,,,,,,,0,
249,FRT-3.C05,28,B,C,B,networks,Use the environments and tools that limit the impacts (Use the most effective protocols (HTTP2)),Are the latest technical advances used when they really help reduce impact?,"Technological advances follow one another quickly, Sustainable IT by spreading is also progressing in practices and efficiency. The conjunction of these 2 phenomena requires during the project, a permanent watch and a strategy to assess the benefits of the adoption of new technical elements vis-ï¿½-vis the sustainable IT impacts",How often are improvements evaluated?,,,,,Architecture,CONSEIL,N/A,,,0,Maintenance,,,,,,,0,
250,FRT-4.01,29,A,B,B,user experience,Reduce the effects of obsolescence (on old devices),Is the backward compatibility range defined?,"User equipment is increasingly efficient. When digital services exploit all the capabilities of the equipment, this excludes certain audiences who do not have the same powerful tools. This also prevents approaching the provision of functionalities with less resource-intensive means but providing the same result.",Is the list of equipment updated?,,,,,Cycle de vie,RECO,*,,,1,Production,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH ; #OBSO ,Dev ; ProjectMngr ; ProductOwner ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,Periodic,Each items referenced in technical documentation have compatibility information
251,FRT-4.C01,29,B,B,B,Life cycle,"Reduce the effects of obsolescence (Life cycle phase: start-up, maturity, shutdown)",Are each of these life cycle phases identified with specific actions?,"The LCA approach is a basis for taking into account Sustainable IT in the design of digital services, it allows actions to be associated at each stage of the life cycle.",How often are these actions reviewed?,,,,,Cycle de vie,CONSEIL,N/A,,,0,Maintenance,,,,,,,0,
252,FRT-4.C02,29,A,B,B,user experience,Reduce the effects of obsolescence (Validate applications on limited terminals (Lite version)),Is a light version of the service for older equipment or limited network access conditions available?,"The more components the service implements that place a load on servers, networks, and the user device, the greater the impact. A lean version of the service contributes to reducing the environmental footprint of network congestion and infrastructure over-sizing.",Is this version the only one available?,,,,,Cycle de vie,CONSEIL,N/A,,,0,Production,,,,,,,0,
253,FRT-4.02,29,A,A,B,user experience,"Reduce the effects of obsolescence (Define the limits of backward compatibility [LauDev] Specify the compatible browsers, propose an alternative for the others.)","Will older equipment remain compatible, and within what limits?","The sector of activity and the profile of the users usually make it possible to qualify the equipment fleet that will be used for the service. The materials are determined by their technical capacities (computing power, memory, network capacity, sensors, size and screen quality) but also by the operating systems they can accommodate. Each constraint that the service imposes reduces the number of stations that will be able to use it and therefore excludes audiences. The implementation of alternative solutions makes it possible to maintain efficient operation on old devices which retain good usability and not to exclude users",Is there a degraded mode for other browsers?,,,,,FrontEnd,RECO,**,,,0,Utilisation,#USE ; #MAINT ; #COM ; #VALUE ; #DEBT  ; #OBSO,Dev ; Designer ; ProjectMngr ; ProductOwner,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Medium,OnUpdate,Impact assessment defines risk of equipement obsolescence
254,FRT-5.01,30,A,A,A,development standards,Implement and develop the functionalities to limit the impacts (Limit the suplerflu code),Don't the functionalities of the service go beyond user needs?,"The number of features available in a digital service directly impact the consumption of resources and the environmental footprint. By creating functions of little use, they are sources of creation of totally unnecessary environmental debt. The features also increase the volume of the service, which introduces additional loading times and storage space.",Is each feature removed if it is not related to a defined use?,,,,,Dï¿½veloppement,RECO,*,,,1,Conception,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH,Dev ; ProjectMngr ; ProductOwner ; ITMngr ;,(X / Y ) * 100,Number of features really used,Number of features,High,OnUpdate,"Data are collected (analytics, probes, ...) to ensure real usefulness of features"
255,FRT-5.C01,30,C,B,B,development standards,Implement and develop the functionalities to limit the impacts (Make sure that the code does not contain errors),Are the logs free of unprocessed errors?,"Anomalies during processing generate user dissatisfaction, unnecessary processing, loads produced for no result, which is a waste of resources. Error logs are used to identify and repair these anomalies as soon as they appear.",How often are the application logs reviewed and does each error generate a correction request?,,,Pidila-360,,Dï¿½veloppement,CONSEIL,N/A,,,0,Administration,,,,,,,0,FIREFOX : Console
256,FRT-5.C02,30,C,C,B,development standards,Implement and develop the functionalities to limit the impacts (Remove the codes associated with unused flows / functionalities),Are dead codes cleared?,"In the various evolutions of the codes, certain branches become unnecessary, but often remain present in the source codes. In addition to the risks of confusion and therefore the increase in maintenance times, these inactive code lines are transmitted and generate unnecessary volume.",What analysis tool do you use to identify never-called sections of code?,,,Pidila-360,,FrontEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
257,FRT-5.C03,30,A,B,A,development standards,Implement and develop features to limit impacts (Favor compiled languages),Is a compiled language used for performance and / or security aspects?,"The type of language used introduces either a proximity to processors (CPU), this is the case of compiled languages, or to humans, this is the case of interpreted languages ??(PHP, JavaScript, ...). The proximity of machine orders increases technical performance but makes software production heavier (compilation phases, link editing). The ""human"" proximity facilitates development but also embezzlement (pirating) and requires systems to make an additional effort to translate program lines ""on demand"" into machine code, with the help of an interpreter.","Is the code subject to optimization before compilation, or failing that before interpretation?",,,,,Dï¿½veloppement,CONSEIL,N/A,,,0,Production,,,,,,,0,
258,FRT-5.02,30,C,B,B,user Experience,Implement and develop the functionalities to limit the impacts (Controler customer side),"Are the reference elements known, kept up to date, and made available to the entire project team?","The framing of development operations requires a base of benchmarks that are known, adopted and validated by all technical teams. These references must evolve according to the advances of the state of the art to remain at the forefront of both technical and sustainable IT practices.",How is the degree of compliance assessed?,,,,,Dï¿½veloppement,RECO,*,,,0,Production,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH,Dev ; ProjectMngr ; ProductOwner ; ITMngr ;,,,,Medium,OnUpdate,Technical documentation
259,FRT-5.03,30,C,B,B,user Experience,Implement and develop features to limit impacts (Control fields natively (if possible)),Is the inventory of the input data made available for reuse in other projects?,"The Sustainable IT principles are stable and the best practices deployed are directly usable in other project contexts, especially since the projects within an organization have many similarities whether in methods, objectives or perimeters functional. In the development phase, collecting, preparing and producing these elements is a guarantee of efficiency and reliability to increase the maturity of the organization in its Sustainable IT practices.",What data is used as input and produced for other projects?,,,,,Dï¿½veloppement,RECO,*,,,0,Revalorisation,#USE ; #MAINT ; #COM ; #VALUE ; #DEBT ; #METH,Dev ; Designer ; ProjectMngr ; ProductOwner,,,,Medium,OnUpdate,Technical documentation
260,FRT-6.01,31,A,B,A,Flux,Ensure that the use of the service allows the control of impacts (Limit the flows exchanged),Do you limit the flows exchanged?,"In the use of digital services, data exchanges are both essential but generate a significant consumption of resources. Reducing trade needs to the strict minimum reduces the impact of such trade. Only the global view of flows with their sources, destinations and objectives makes it possible to qualify the need and accept the impact of consumption that they generate.",Is there a monitoring of the flows exchanged? Is there a flow matrix? Do the flows exchanged comply with the flow matrix?,,,,,FrontEnd,RECO,**,,,0,Production,#VOL ; #USE ; #VALUE ; #METH ; #FIN,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,OnUpdate,"Developement tools are used to track data transfer, sizes and frequency  (CHROME: network)"
261,FRT-6.C01,31,A,B,A,Flux,Ensure that the use of the service allows the control of impacts (Limit the number of requests),Is there a follow-up of the number of requests?,"The operations carried out on the front end generate requests to the remote services. The greater the number of requests, the more resources the processing and exchange mechanisms will consume.",How many requests are used for a user journey?,,,Opquast 9 / GreenIt 9,,Dï¿½veloppement,CONSEIL,N/A,,,0,Administration,,,,,,,0,
262,FRT-6.C02,31,A,B,A,Flux,Make sure that the use of the service allows the control of the impacts (Limit the weight [LauDev] Two aspects for me: sobriety but also minification / optimization),Are the exchange volumes evaluated and reduced with the most relevant technical treatments (compression / minification)?,"The essential exchanges must make it possible to reduce the volume of transfers. Minification of exchanges and compression of data exchanged make it possible to reduce these volumes. However, the compression and decompression operations require the execution of processes which can cancel out the benefit of the compression of exchanges.",Is the weight measured?,,,,,FrontEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
263,FRT-6.02,31,B,C,B,Flux,Ensure that the use of the service allows impact control (Avoid duplicate files (jquery) Avoid code redundancies),Are there duplicate files?,"In addition to the replication needs to manage the security and availability of services, some files are present in several locations without real justification. The search for duplicates makes it possible to reduce the volumes of storage and backups without impacting the operation of the service.",How often are files checked to identify duplicates?,,,,,Dï¿½veloppement,RECO,**,,,0,Administration,#VOL ; #VALUE ; #METH,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of unique files,Number of files,Low,Periodic,File system
264,FRT-6.03,31,B,B,B,Flux,Ensure that the use of the service allows impact control (Limit the number of connected domains),How many different domains are used?,The caching mechanisms and the implementation of access to external resources is facilitated when the number of sources are reduced. The use of many domains is inefficient from both a performance and sustainable IT point of view.,Are you using more than 5 different domains?,Is it really justified?,,Opquast 55 / GreenIT 18,,FrontEnd,RECO,*,,,0,Deployment,#VOL ; #SEC ; #USE ; #VALUE,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Low,Once,Browser tools/consoles allow to check compliance w/ best practices (CHROME: extension greenIT : best practices)
265,FRT-7.01,32,A,B,B,Technology,Limit the use of hardware components or sensors on user terminals (Vary the frequency of data acquisition),"Are the sensors being used as needed, rather than constantly?","The technical operations carried out on the front end can implement physical sensors of the user device. The solicitation of these sensors, the control processes of these sensors can lead to premature wear and in the event of failure, push to renew the device. Certain software techniques can reduce the use of physical sensors, or ensure that they are used with the minimum of constraints.",Are we constantly managing the increment or the absolute?,,,,,FrontEnd,RECO,**,,,0,Production,#VOL ; #SEC ; #USE ; #VALUE,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of sensors activated on demand,Number of used sensors,Medium,OnUpdate,Source code checks report sensor usage
266,FRT-7.02,32,A,A,B,Technology,Limit the use of hardware components or sensors on user terminals (Manage start / pause / stop),Are the pause functions available?,Optimizing the uses of the physical components of the user device helps preserve the life of these components and maintains the integrity of the user device longer.,Are the optimization mechanisms available (Firmware) to optimize the life of the equipment (batteries / sensors ...)?,,,,,FrontEnd,RECO,*,,,0,Production,#VOL ; #SEC ; #USE ; #VALUE,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of sensors paused on demand,Number of used sensors,Low,OnUpdate,Source code checks report sensor usage
267,FRT-7.C01,32,A,B,A,Technology,Limit the use of hardware components or sensors on user terminals (Provide an alternative to sensors),"Is the inaccessibility of a sensor, linked to the equipment or to the user's choice, treated to allow the service to be functional nonetheless (if possible)?","The inaccessibility of physical components of the user device must be addressed to allow older, or partially functional, hardware to perform the service. Some cases of unavailability of sensors can be simply dealt with by reset procedures or by software approximations.",Are the physical sensor reset procedures available?,,,RGAA Criteria 13.10; 13.12,,FrontEnd,CONSEIL,N/A,,,0,Utilisation,,,,,,,0,
268,FRT-7.C02,32,A,B,A,Technology,Limit the use of hardware components or sensors on user terminals (Use predictive algorithms if possible),Are predictive algorithms in place to avoid the use of physical sensors?,"Physical sensors provide data known to be exact and precise, the majority of services only very rarely need absolute precision at all times. Predictive algorithms can ease the use of sensors and still make the service quite efficient.",What loss of precision is accepted by the trades?,,,,,FrontEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
269,FRT-7.03,32,B,A,A,transfers,Limit the use of hardware components or sensors on user terminals (Input file restrict the size of files),Do you inform users of the size constraints and accepted file format?,"Front-end operations may require file transfers between the user workstation and the processing servers. The types and volumes of files accepted must be exposed to the user to avoid transfer loads, storage and processing that would be doomed to failure due to non-compliance with expected formats and volumes. Limiting the volume is essential to reduce the impact of transfers.",Are file sizes and formats limited and exposed to users?,What is the maximum size allowed?,,,,Spï¿½cifications,RECO,*,,,0,Utilisation,#PERF ; #VOL ; #SEC ; #USE ; #COM ; #VALUE,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,OnUpdate,User journey
270,FRT-7.C03,32,A,A,B,Technical User Experience,Limit the use of hardware components or sensors on user terminals (reduce the frequency / delay (in JS)),Is the frequency of the animation appropriate for the functionality?,The presentation of operations on the front end can encourage the implementation of dynamic mechanisms. These treatments require treatment resources. It is necessary to reduce the impacts of these dynamic elements by avoiding them or when they are considered essential by reducing the frequencies of the animations.,Are the animations clocked at the lowest by default?,,,,,FrontEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
271,FRT-7.04,32,B,A,A,transfers,Limit the use of hardware components or sensors on user terminals (Filter file type),Do uploads only allow the list of authorized file types?,"The files transferred by the user generate processing, exchange flows, storage spaces, redundancy to secure data, and backups. Each transfer must therefore be useful for the service. And deleted when they are no longer of interest.",Are the uploaded files usable? in order to avoid storing unnecessary files.,,,,,FrontEnd,RECO,*,,,0,Production,#PERF ; #VOL ; #SEC ; #USE ; #COM ; #VALUE ; #FIN,Dev ; ProjectMngr ; ITMngr ;,,,,Medium,Periodic,User journey
272,FRT-7.05,32,A,B,A,transfers,"Limit the use of hardware components or sensors on user terminals (in case of image upload, allow / impose resizing on the client side before upload)",Are the images to be uploaded properly resized and converted to a thin client-side format before transfer?,"Image transfers introduce peculiarities related to the format of the images, some generate very different file sizes. Image sizes and quality levels very quickly increase the volumes needed to store images. Transcoding and resizing can be carried out before transfers but require processing resources, intermediate storage spaces and create new files which, in the absence of automatic cleanings, can increase the volume of data.",Is there a resizing feature corresponding to the intended use of the uploaded image built into the upload feature?,Is the intended use of the uploaded images well defined?,,,,FrontEnd,RECO,*,,,0,Deployment,#PERF ; #VOL ; #SEC ; #USE ; #COM ; #VALUE,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of images not resized on display,Number of images,Low,OnUpdate,"Browser tools/consoles allow to check compliance w/ best practices for images resizing, compression (CHROME: extension greenIT : best practices)"
273,FRT-7.06,32,A,B,A,transfers,Limit the use of hardware components or sensors on user terminals (Compress files),Are the exchanged files compressed?,"The volume of data transferred increases the environmental footprint of the service, because the data is also stored, secured with duplication, backed up. Some data formats can be compressed to reduce their size, since the compression operation requires computation and intermediate storage resources, it is more efficient for the data to be available in compressed form.",Is compression effective?,,,Opquast 108 / pidila-437 / greenIT 107,,FrontEnd,RECO,*,,,0,Deployment,#PERF ; #VOL ; #SEC ; #USE ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of compressed file transfer,Number of file transfer,High,OnUpdate,"Browser tools/consoles allow to check data transfer, size & frequency (CHROME: console / network)"
274,FRT-8.01,33,B,A,B,user Experience,Facilitate the use of the service in good conditions for all users (breadcrumbs (smoother navigation)),Is fast navigation possible?,"The ease of use and tracking in the service makes a better service to the user. It also allows a user to more easily find the information he is looking for, which reduces parasitic browsing and decreases the consumption of resources and energy for results that do not correspond to the user's needs.",Are breadcrumbs always available?,,,Opquast 5 / GreenIT 7,,UX/UI,RECO,*,,,0,Utilisation,#USE ; #COM ; #VALUE ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Low,OnUpdate,User journey
275,FRT-8.C01,33,C,A,B,user Experience,Facilitate the use of the service in good conditions for all users (-captology / rogue behavior),Is user attention captured with their consent and for the uses they expect?,"The attention of the user is a resource that should be considered scarce and valuable. From this perspective, respect for the user also depends on his ability to focus his attention on the elements of his choice, rather than those that the service would like to highlight.",Is the captology matrix used?,,,,,UX/UI,CONSEIL,N/A,,,0,Utilisation,,,,,,,0,
276,FRT-8.C02,33,C,B,B,user Experience,Facilitate the use of the service under good conditions for all users (Treatment of health use cases (Part of the interoperability framework)),"Are regulated data (personal, health, financial) exposed to users?",The data that the user entrusts when it enters a regulatory framework must be exposed to the users so that they can transmit it with informed consent.,Is each regulated data identified?,,,,,Spï¿½cifications,CONSEIL,N/A,,,0,Utilisation,,,,,,,0,
277,FRT-9.01,34,C,A,B,user Experience,Implement technical solutions with the lowest impact (Allow screen orientation changes),Is the service suitable for different accessibility media formats?,"Certain accessibility tools and mechanisms introduce constraints on the layout of the screens (portrait, landscape, magnifying glass). The service must not block the possibilities under penalty of excluding some of the users.",Is screen orientation change enabled and managed across the department?,,,RGAA 13.9 criteria,,FrontEnd,RECO,**,,,0,Utilisation,#USE ; #VALUE ; #LEG,Dev ; Designer ; ProductOwner ;,,,,Medium,OnUpdate,WCAG / RGAA
278,FRT-9.02,34,A,B,A,UI,"Implement technical solutions with the lowest impact (Use the most optimized image format (jpg, png, gif, webP, svg))",Have the different image formats available been evaluated to select only the most effective?,"Digital services use images for illustration or information purposes. The sizes, degrees of definition, encoding formats have a significant impact on the size of the files of these images. Reducing volumes makes it possible to limit environmental footprints.",What is the total volume of images for the service?,,,Opquast 22 - 76 / GreenIT 36 - 80,,UX/UI,RECO,**,,,0,Production,#VOL ; #USE ;  #METH ; #FIN,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of images analyzed,Number of images,High,OnUpdate,"Browser tools/consoles allow to check data transfer, size & frequency (CHROME: console / network)"
279,FRT-9.03,34,A,C,B,UI,Implement technical solutions with the lowest impact (limit image resize by the browser),Are image resizing processed upstream and statically (server side)?,"Services use multiple sizes of the same image for different purposes. The resizing of the images, when it is carried out on demand, generates processing loads, the production of intermediate files which introduce energy losses at each request. It is more efficient if the images are available in the different sizes used by the service.",Is each image available in its useful format?,,,,,UX/UI,RECO,*,,,0,Deployment,#VOL ; #USE ;  #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of images analyzed,Number of images,High,OnUpdate,"Browser tools/consoles allow to check compliance w/ best practices for images resizing, compression (CHROME: extension greenIT : best practices)"
